,AGE,SEX,FTPT,GOVTOF2,SC20MMJ,TTUSHR,GRSSWK,DISEA,ETHUKEUL,HIQUL22D
17834,43,1,2,10,7,25,500,1,1,1
17838,29,1,1,10,2,50,865,2,1,1
17839,29,2,1,10,3,40,1346,2,1,1
17842,22,2,1,10,2,36,538,2,1,1
17852,31,2,1,10,2,38,1346,1,1,1
17862,54,1,1,10,9,48,600,2,8,3
17866,41,2,1,10,4,40,876,1,1,4
17867,53,1,1,10,4,35,548,2,1,4
17868,44,2,1,10,2,45,1385,2,1,1
17888,36,1,1,10,2,38,673,2,1,1
17889,35,2,1,10,2,50,1250,2,1,1
17898,35,1,1,10,3,45,962,2,1,1
17903,28,2,1,10,4,44,654,1,1,1
17915,50,2,1,10,3,35,865,2,1,4
17916,47,1,1,10,3,40,683,2,1,1
17917,46,2,2,10,2,28,519,2,2,1
17927,52,1,1,10,4,45,1538,2,1,1
17946,38,1,1,10,1,35,1173,2,1,1
17947,36,2,2,10,2,30,788,2,2,1
17964,47,1,1,10,1,37,654,2,1,3
17965,42,2,2,10,2,24,365,1,1,2
17989,29,2,1,10,3,40,702,2,1,1
18006,32,2,1,10,3,40,577,2,1,1
18007,23,2,1,10,6,38,385,1,1,1
18008,22,2,1,10,9,40,404,2,1,4
18021,53,2,1,10,4,37,769,2,1,1
18022,21,2,1,10,9,37,438,2,1,3
18023,19,1,1,10,7,32,369,2,1,3
18024,61,1,2,10,1,23,1154,2,1,3
18025,63,2,2,10,3,23,962,2,1,4
18026,21,2,1,10,6,40,481,2,1,3
18029,51,1,1,10,2,40,2038,1,1,1
18031,52,1,1,10,7,30,270,2,1,3
18032,50,2,1,10,4,30,270,2,1,3
18070,40,2,2,10,2,22,788,2,1,1
18071,44,1,1,10,2,45,1750,2,1,1
18075,36,1,2,10,2,31,1231,2,1,1
18076,35,2,2,10,1,30,827,2,1,1
18091,45,2,1,10,6,38,654,2,8,1
18092,47,1,1,10,3,38,654,2,8,1
18093,18,2,2,10,7,4,20,2,8,4
18096,47,1,2,10,3,28,522,2,1,2
18097,50,2,1,10,9,32,404,2,1,2
18118,37,1,1,10,1,35,600,2,3,5
18122,49,1,2,10,2,25,606,2,1,1
18123,46,2,2,10,2,22,577,1,1,1
18136,46,1,1,10,1,50,242,2,1,1
18147,31,1,1,10,2,41,1365,2,1,1
18156,35,1,1,10,2,35,865,2,1,1
18168,25,2,2,10,6,22,277,1,1,1
18172,52,1,1,10,2,40,904,2,1,1
18173,35,1,1,10,3,40,904,2,1,1
18197,21,2,1,10,3,35,471,2,1,1
18210,68,2,2,10,4,25,457,2,1,4
18223,45,1,1,10,1,45,1538,2,1,1
18225,51,2,2,10,3,22,492,1,1,1
18226,63,1,1,10,2,38,485,2,2,2
18232,72,1,2,10,8,25,600,2,1,4
18239,42,1,1,10,2,43,981,2,1,4
18248,55,1,1,10,2,45,865,2,1,4
18249,52,2,2,10,4,15,865,2,1,7
18250,20,1,1,10,7,40,385,2,1,7
18271,64,1,1,10,3,55,1602,2,1,1
18272,41,2,1,10,1,40,277,2,1,1
18273,47,1,1,10,1,50,277,2,8,3
18286,42,2,1,10,2,38,642,2,1,2
18287,44,1,1,10,8,42,631,2,1,4
18314,51,2,1,10,1,50,1923,1,1,3
18315,61,1,1,10,1,37,962,1,1,2
18328,30,1,1,10,6,50,922,1,1,3
18329,30,2,1,10,6,48,462,2,1,3
18335,35,2,1,10,2,40,635,2,1,1
18341,48,1,1,10,1,37,1198,2,1,1
18352,20,2,1,10,9,35,413,2,1,4
18368,63,1,1,10,5,38,481,2,1,5
18373,40,2,1,10,2,44,769,2,1,3
18374,42,1,1,10,5,38,811,2,1,3
18378,58,2,1,10,1,44,508,2,1,5
18379,55,2,1,10,7,42,542,1,1,2
18380,71,1,1,10,8,36,507,2,1,6
18385,68,2,1,10,4,38,577,2,1,4
18391,56,1,1,10,1,37,311,1,1,3
18392,39,1,1,10,8,58,981,2,1,1
18408,40,1,1,10,2,40,1923,2,1,1
18409,33,2,1,10,3,40,885,2,1,1
18424,62,1,1,10,5,62,629,2,1,3
18425,55,2,1,10,9,46,581,1,1,7
18427,51,2,1,10,3,50,1846,1,1,3
18428,49,2,1,10,2,40,1606,1,1,1
18433,31,2,1,10,3,37,615,2,1,1
18442,24,1,1,10,7,40,635,2,1,2
18443,63,1,1,10,2,44,1503,1,1,1
18453,59,2,2,10,2,22,1154,2,1,2
18456,30,1,1,10,2,38,424,2,1,4
18478,53,2,2,10,2,15,287,2,1,1
18507,65,2,1,10,3,47,1298,2,1,4
18532,57,2,1,6,1,46,1038,1,1,1
18535,31,2,2,6,4,25,385,1,1,4
18536,47,2,2,6,7,12,150,2,1,3
18539,20,2,2,6,8,12,138,2,1,5
18541,67,2,2,6,4,15,375,2,1,4
18547,63,1,1,6,5,45,740,2,1,3
18550,51,2,2,6,5,14,187,2,1,1
18568,46,1,1,6,5,37,808,1,1,2
18569,45,2,1,6,2,68,484,1,1,1
18570,19,1,2,6,7,16,155,2,1,3
18573,39,2,2,6,2,22,644,1,1,1
18574,39,1,1,6,2,46,721,1,1,3
18582,39,1,1,6,5,39,691,2,1,3
18583,37,2,1,6,2,38,646,2,1,1
18599,32,1,1,6,5,39,885,1,1,3
18600,26,2,2,6,3,25,519,2,1,1
18604,66,1,2,6,3,16,173,2,1,3
18609,43,1,1,6,9,40,445,1,1,4
18610,44,2,1,6,3,40,390,2,1,1
18637,22,2,1,6,2,37,485,2,1,2
18638,39,1,1,6,2,39,769,2,1,1
18639,40,2,1,6,2,40,923,1,1,1
18653,67,2,2,6,3,24,308,2,1,3
18655,26,1,1,6,3,38,481,2,1,3
18663,45,2,2,6,2,24,462,2,1,1
18683,51,2,1,6,4,40,533,1,1,1
18712,55,1,1,6,1,55,1058,1,1,4
18717,48,1,1,6,1,38,462,2,1,3
18722,44,2,2,6,2,30,715,2,1,1
18733,34,1,1,6,7,60,962,1,1,1
18746,66,1,2,6,2,18,596,1,1,3
18747,56,2,1,6,2,36,904,1,1,1
18748,19,1,1,6,2,37,538,2,1,1
18749,58,2,2,6,7,28,308,1,1,1
18752,58,1,1,6,8,37,605,2,1,2
18754,37,1,1,6,3,38,635,2,1,3
18756,43,1,1,6,2,40,1058,2,1,4
18784,46,1,1,6,8,55,683,2,1,5
18785,39,2,2,6,6,18,269,2,1,4
18792,64,2,1,6,4,50,1077,2,1,3
18793,47,2,2,6,4,32,644,2,1,3
18805,63,1,2,6,3,18,385,1,1,4
18818,60,2,1,6,2,32,690,2,1,1
18819,59,2,2,6,2,36,633,2,1,1
18825,56,2,2,6,6,28,301,2,1,3
18845,47,1,1,6,1,37,1538,2,1,1
18846,46,2,2,6,4,28,423,2,1,1
18852,46,1,1,6,2,40,923,2,1,4
18862,44,2,2,6,3,25,346,2,1,1
18864,48,1,1,6,1,48,673,2,1,1
18865,50,2,1,6,2,48,1731,2,1,1
18869,35,2,1,6,2,30,663,2,1,2
18870,45,1,1,6,3,40,1115,2,1,3
18882,62,1,2,6,2,14,288,2,1,1
18884,33,2,1,6,2,30,1058,2,1,1
18905,40,2,1,6,2,42,577,2,1,1
18907,45,2,1,6,6,39,450,2,1,1
18916,58,1,1,6,2,41,731,2,1,1
18917,54,2,2,6,2,32,532,2,1,1
18921,23,2,2,6,9,24,200,2,1,7
18922,23,1,1,6,9,45,300,2,1,7
18923,42,2,1,6,8,40,400,2,1,5
18925,58,2,1,6,4,37,358,1,1,4
18926,26,1,1,6,8,40,404,2,1,3
18927,36,1,1,6,3,40,538,2,1,1
18928,55,2,1,6,3,40,825,2,1,3
18929,56,1,1,6,1,39,837,2,1,4
18930,23,2,1,6,2,37,423,2,1,1
18957,64,1,1,6,7,50,577,2,1,3
18968,54,2,1,6,7,48,865,1,1,1
18970,45,2,1,6,4,39,577,2,1,2
18971,44,1,1,6,1,57,1923,2,1,1
18976,47,1,1,6,1,43,738,2,1,3
18980,63,2,2,6,4,10,156,2,1,3
18982,55,2,2,10,1,31,969,2,1,1
18983,58,1,1,10,1,42,692,2,1,1
19003,69,1,2,10,2,25,404,2,1,1
19005,54,2,1,10,3,30,358,2,1,3
19008,47,2,2,10,6,15,237,2,1,1
19009,45,1,1,10,8,45,981,2,1,3
19025,56,2,2,10,9,28,240,2,1,4
19026,57,1,1,10,5,40,1000,1,1,2
19039,34,2,2,10,2,30,312,2,1,1
19040,33,1,1,10,2,38,1279,2,1,1
19048,34,2,1,10,3,42,845,2,1,1
19052,41,2,1,10,4,43,615,2,1,3
19058,60,2,1,10,9,38,450,2,1,4
19059,64,1,2,10,5,24,865,2,1,3
19061,28,2,1,10,2,40,720,2,1,1
19062,28,1,1,10,2,38,1923,2,1,1
19072,41,1,1,10,1,37,3831,2,1,1
19075,61,1,1,10,2,38,913,1,1,2
19094,56,1,1,10,2,45,1731,2,1,1
19103,59,2,2,10,2,24,346,2,1,3
19118,60,1,1,10,3,41,769,2,1,1
19127,63,1,1,10,2,38,831,2,1,1
19136,27,2,1,10,2,38,635,1,1,1
19140,54,2,2,10,2,8,462,2,6,1
19146,55,2,2,10,1,15,417,2,1,1
19147,54,1,1,10,1,60,1923,1,1,1
19154,49,2,1,10,2,42,988,2,1,1
19160,64,2,2,10,9,16,231,2,1,5
19161,65,1,1,10,9,40,558,2,1,4
19162,26,1,2,10,7,20,160,1,1,1
19196,62,2,2,10,6,24,311,1,1,5
19202,67,1,2,10,2,12,385,2,1,3
19211,57,2,1,10,3,40,1212,2,1,2
19212,50,2,2,10,4,21,250,2,1,4
19213,52,1,1,10,6,50,865,1,1,4
19224,39,2,1,10,4,36,368,2,1,1
19225,43,1,1,10,2,39,962,2,1,1
19228,34,2,1,10,2,32,606,2,1,1
19229,36,1,1,10,1,38,1615,1,3,1
19245,46,1,1,6,8,35,1622,1,1,1
19248,32,2,1,6,2,43,635,2,2,1
19249,37,1,1,6,4,42,762,2,1,3
19251,42,1,1,6,3,38,885,2,1,1
19263,45,2,1,6,4,38,519,1,1,1
19268,48,1,1,6,2,38,904,2,2,3
19269,41,1,1,6,3,38,1731,2,3,1
19270,37,2,1,6,3,35,673,2,3,1
19274,33,1,1,6,2,38,846,2,1,1
19275,33,2,1,6,2,38,731,2,1,1
19294,59,2,2,6,2,38,702,2,1,2
19300,37,1,1,6,2,40,1865,1,1,1
19301,29,2,1,6,3,40,808,2,1,1
19310,39,2,1,6,6,39,508,2,3,1
19318,61,2,1,6,4,42,566,1,1,4
19355,46,1,1,6,3,35,1923,2,1,3
19356,34,2,1,6,3,38,769,2,1,1
19363,44,2,2,6,4,15,173,2,1,5
19384,58,2,1,6,6,40,333,2,1,3
19385,43,2,2,6,2,22,367,1,1,1
19413,26,1,1,6,5,40,769,2,1,1
19414,33,1,1,6,2,37,1000,2,1,1
19415,33,2,2,6,2,27,577,2,1,1
19430,47,1,2,6,9,20,230,2,1,4
19431,33,2,1,6,4,35,788,2,1,1
19432,36,1,1,6,3,36,462,2,1,1
19454,49,1,1,6,1,42,2423,2,1,1
19457,19,1,2,6,7,16,173,2,1,3
19458,24,1,1,6,5,38,731,2,1,1
19474,64,2,2,6,2,24,1846,1,1,3
19492,76,1,2,6,2,14,1731,2,1,1
19494,66,1,2,6,8,16,175,2,1,1
19498,41,2,1,6,2,39,1038,2,1,1
19499,43,1,1,6,2,40,1038,2,1,1
19501,27,1,1,6,2,38,823,2,1,1
19502,27,2,1,6,2,41,923,1,1,1
19528,63,2,2,6,2,10,115,2,1,1
19549,25,1,1,6,3,42,615,1,1,2
19550,25,2,1,6,4,38,515,1,1,3
19562,62,2,2,6,7,12,138,2,1,7
19592,65,2,2,9,2,28,485,1,1,3
19593,27,2,1,9,4,38,508,2,1,4
19595,49,2,1,9,2,36,587,2,1,1
19597,16,2,2,9,9,8,55,2,1,4
19598,36,1,1,9,3,50,1038,2,1,3
19599,38,2,1,9,2,42,894,1,1,1
19601,60,2,2,9,2,22,321,1,1,1
19616,22,2,1,9,1,45,769,2,1,3
19617,40,1,1,9,4,38,309,2,5,5
19620,73,1,1,9,5,30,300,2,1,4
19633,32,1,1,9,2,44,1442,2,1,3
19638,57,2,2,9,7,26,260,2,1,3
19640,34,1,1,9,3,35,865,2,1,3
19641,29,2,1,9,2,43,658,2,1,1
19642,26,1,1,9,5,55,554,2,1,3
19643,60,1,2,9,2,25,769,1,1,1
19658,65,2,2,9,5,38,465,1,1,4
19661,49,2,2,9,4,2,327,1,1,1
19677,30,1,1,9,2,40,751,2,3,1
19680,26,1,1,9,4,37,750,2,6,1
19697,59,2,2,9,2,35,1385,2,1,1
19700,65,1,1,9,2,41,558,2,1,1
19701,67,2,2,9,6,22,238,1,1,6
19721,28,2,2,9,3,30,596,1,1,1
19722,29,1,1,9,2,50,1635,2,1,1
19723,33,2,2,9,2,29,375,1,1,1
19730,50,1,1,9,1,40,1923,2,1,1
19736,49,1,1,9,5,44,490,1,1,3
19741,73,2,1,9,6,38,577,2,1,4
19742,32,2,2,9,2,30,462,1,1,1
19743,33,1,1,9,2,50,646,2,1,1
19748,40,2,2,9,6,24,346,2,3,1
19749,44,1,1,9,6,42,438,1,3,1
19754,43,1,1,9,4,38,462,2,7,1
19770,67,2,2,9,6,7,173,2,1,1
19776,52,1,1,9,2,38,827,1,1,2
19777,62,2,2,9,3,30,538,1,1,1
19778,45,1,1,9,2,40,1205,2,1,1
19785,56,2,1,9,6,38,467,2,6,1
19786,48,1,2,9,2,34,808,2,1,1
19787,46,2,1,9,2,55,808,2,1,2
19788,17,2,2,9,7,8,88,2,1,4
19790,53,2,1,9,6,50,537,2,1,3
19795,43,1,1,9,1,45,1250,2,1,1
19799,65,2,2,9,6,6,104,2,1,3
19807,59,2,1,9,2,38,875,2,1,1
19808,62,1,2,9,6,21,300,2,1,1
19810,32,2,2,9,7,12,104,2,6,1
19812,28,2,1,9,8,48,720,2,9,3
19813,26,1,1,9,8,48,550,2,9,2
19816,58,1,1,9,8,48,481,2,1,5
19852,45,1,1,9,1,60,1731,2,1,1
19853,43,2,1,9,1,30,692,2,1,1
19865,55,1,1,9,2,35,500,1,1,3
19866,62,2,1,9,4,38,443,1,1,1
19868,56,1,1,9,2,40,260,2,1,1
19897,29,1,1,9,1,44,986,2,1,1
19898,33,2,1,9,1,40,930,2,1,1
19899,40,2,2,9,6,16,185,1,1,2
19901,44,1,1,9,2,40,1846,2,1,1
19902,45,2,1,9,2,40,519,2,1,1
19903,17,2,2,9,7,12,100,2,1,4
19905,46,1,1,9,2,35,837,2,1,1
19922,73,1,2,9,4,2,46,2,1,1
19923,64,2,1,9,1,35,462,2,1,3
19931,55,2,2,9,2,25,554,2,1,1
19950,66,1,1,9,2,48,3462,2,1,1
19952,41,2,2,9,2,21,485,2,1,1
19953,41,1,1,9,2,40,1635,2,1,1
19956,45,2,1,9,3,42,890,2,1,2
19971,42,2,1,9,2,44,1442,2,1,1
19999,44,2,2,9,2,22,577,1,1,1
20007,55,2,1,9,4,35,578,1,1,4
20008,62,1,1,9,8,58,529,1,1,4
20024,67,1,1,9,1,45,673,1,1,1
20036,44,1,1,9,2,43,1442,2,3,1
20037,54,1,1,9,9,48,385,2,8,5
20038,57,2,1,9,2,34,837,2,1,1
20039,57,1,1,9,2,38,946,2,1,1
20051,21,2,1,9,5,50,500,2,1,2
20081,46,2,1,9,6,54,462,1,1,3
20083,36,1,1,9,3,46,865,2,1,3
20084,35,2,2,9,3,26,335,2,1,3
20087,54,1,1,9,2,60,1250,2,1,5
20088,45,2,1,9,3,60,808,2,9,5
20089,41,1,1,9,2,50,1308,2,1,1
20090,41,2,1,9,2,42,1923,2,1,1
20101,36,2,1,9,3,40,481,2,3,1
20106,59,1,1,9,2,37,1442,2,1,3
20107,62,2,2,9,4,8,81,1,1,3
20126,64,2,1,9,4,23,250,2,9,6
20127,26,1,1,9,2,35,1096,2,1,1
20136,43,2,1,9,2,35,427,2,1,1
20164,61,2,2,9,7,15,121,1,2,4
20166,38,2,2,9,3,24,885,2,1,1
20176,18,1,2,9,7,11,150,2,1,4
20186,35,2,1,9,3,40,577,2,1,1
20187,39,1,1,9,2,40,788,2,1,3
20206,39,2,1,9,3,40,1654,2,1,1
20216,32,2,1,9,3,30,481,2,1,1
20217,47,1,1,9,5,38,481,2,1,2
20221,55,2,1,9,2,42,692,2,1,1
20222,62,2,2,9,4,10,192,2,1,2
20280,39,1,1,9,4,42,454,2,1,3
20281,41,1,1,9,2,30,515,1,1,2
20282,57,2,1,9,4,44,712,2,1,4
20283,54,1,1,9,1,40,1346,1,1,3
20307,50,2,1,9,3,38,1077,2,9,1
20309,26,1,1,9,6,44,519,2,3,1
20310,26,2,1,9,6,44,519,2,3,1
20347,66,2,2,9,7,12,96,1,1,6
20349,61,1,1,9,2,35,69,1,1,3
20354,54,2,1,9,3,46,1923,2,1,1
20355,50,1,1,9,1,60,231,2,1,4
20372,43,2,2,9,2,25,731,2,1,1
20378,57,2,1,9,2,42,1077,1,8,1
20396,44,1,1,9,7,48,427,2,7,3
20400,43,2,1,9,3,40,969,2,1,3
20418,60,1,2,9,1,28,1212,1,1,1
20420,21,1,1,9,5,38,404,2,1,4
20421,49,2,2,9,7,20,231,1,1,4
20422,54,1,1,9,6,50,1077,2,1,4
20424,34,1,1,9,4,38,673,2,2,2
20425,30,2,1,9,4,32,635,2,1,3
20426,39,1,1,9,2,40,1923,2,2,1
20434,61,2,2,9,2,20,221,2,9,1
20436,56,1,1,9,2,36,529,2,1,3
20450,26,1,1,9,3,45,808,2,1,3
20452,53,1,1,9,2,60,1250,2,1,1
20453,34,2,1,9,2,35,865,2,3,1
20466,46,2,1,9,3,45,1346,2,1,4
20483,43,2,2,9,9,12,125,2,1,4
20486,43,2,1,9,6,34,365,2,1,1
20489,34,1,1,5,9,40,615,2,1,3
20495,34,2,1,5,1,46,658,2,1,4
20497,46,1,1,5,2,41,1442,2,1,1
20498,45,2,2,5,2,35,477,2,1,1
20513,62,2,1,5,6,30,423,1,1,4
20527,45,1,1,5,2,51,750,1,1,2
20540,51,1,1,5,2,40,1154,2,1,1
20544,58,1,1,5,9,40,524,1,1,6
20559,31,1,1,5,3,40,731,2,1,1
20565,27,1,1,5,8,45,471,2,1,4
20599,36,1,1,5,5,40,577,2,1,4
20600,44,1,1,5,2,40,1442,2,8,1
20601,44,2,1,5,3,35,462,2,8,1
20614,26,2,2,5,6,19,208,2,1,3
20615,27,1,1,5,5,45,820,2,1,3
20617,31,2,1,5,7,40,404,2,1,4
20618,33,1,1,5,5,39,989,2,1,2
20642,27,1,1,5,5,40,644,2,1,4
20643,26,2,1,5,3,38,1000,2,1,1
20644,26,1,1,5,2,50,1538,2,1,1
20645,39,2,2,5,2,32,462,2,1,1
20646,39,1,1,5,1,40,900,2,1,1
20649,54,1,1,5,4,46,127,1,1,3
20650,56,2,2,5,1,22,338,2,1,2
20651,26,1,2,5,9,30,247,1,1,6
20652,57,1,1,5,2,42,1538,2,1,3
20657,33,2,1,5,3,38,923,2,1,1
20670,32,2,1,5,6,30,720,2,2,3
20671,41,2,1,5,5,46,650,2,1,1
20672,45,1,1,5,5,46,665,2,1,2
20675,44,1,1,5,3,38,500,1,1,3
20694,45,2,1,5,2,60,1923,2,1,1
20703,43,1,1,5,2,37,981,2,1,1
20704,49,2,1,5,1,37,981,1,1,1
20706,62,2,2,5,6,16,192,1,1,5
20708,62,2,2,5,7,16,210,2,3,4
20710,26,1,1,5,5,45,577,2,1,1
20714,50,1,1,5,3,45,2750,2,7,1
20715,51,2,1,5,4,38,558,2,3,1
20731,38,2,2,5,6,26,231,1,1,3
20732,16,1,2,5,7,8,80,2,2,4
20735,36,2,1,5,2,38,885,2,8,1
20737,45,1,1,5,2,38,962,2,1,1
20738,42,2,2,5,4,22,231,2,1,1
20762,36,1,1,5,1,38,731,2,1,1
20763,56,2,2,5,1,30,615,2,2,1
20788,54,2,1,5,6,66,673,1,1,1
20789,51,1,1,5,6,35,327,1,1,1
20790,23,2,1,5,6,40,471,2,1,3
20793,34,2,1,5,8,39,475,1,1,5
20794,35,1,1,5,7,55,606,2,1,5
20795,31,2,1,5,4,38,492,2,1,5
20807,42,1,1,5,2,60,796,2,1,1
20808,40,1,1,5,4,40,702,2,1,1
20809,27,1,1,5,1,50,115,1,1,4
20813,34,2,2,5,1,16,183,1,1,3
20816,62,2,2,5,6,13,156,2,1,4
20817,54,2,2,5,6,35,208,2,1,2
20826,66,1,1,5,5,45,904,1,1,6
20827,55,2,1,5,6,37,452,2,1,7
20828,21,2,2,5,7,16,471,2,1,3
20853,41,2,1,6,3,40,481,2,6,2
20854,42,1,1,6,3,40,385,2,6,2
20875,38,2,1,6,4,46,590,2,1,1
20876,33,1,1,6,9,54,554,2,1,5
20877,47,1,1,6,1,40,219,1,1,1
20879,16,1,2,6,3,3,85,2,1,6
20884,44,2,1,5,4,41,600,2,1,1
20886,28,2,1,5,3,50,962,2,1,1
20887,31,1,1,5,1,50,962,2,1,1
20908,59,2,2,6,4,28,269,2,1,3
20920,29,2,2,6,2,18,242,2,1,1
20921,35,1,1,6,7,40,519,1,1,4
20939,31,1,1,6,2,50,961,2,1,3
20940,31,2,1,6,6,38,560,2,1,3
20943,53,2,1,6,4,48,430,1,1,4
20944,24,1,1,6,1,50,485,2,1,3
20945,27,2,2,6,4,24,267,2,1,3
20946,32,1,1,6,2,58,673,2,1,4
20972,56,2,1,5,3,35,1658,2,1,1
20973,56,1,1,5,8,55,900,2,1,5
20975,60,1,1,5,2,54,1538,2,1,1
20977,27,1,1,5,3,50,673,2,1,1
20979,63,1,2,5,1,16,1800,2,1,2
20986,59,2,2,5,2,19,415,2,1,1
20997,35,1,1,6,3,50,327,1,1,1
21045,61,1,1,6,6,40,464,2,1,5
21046,52,2,1,6,3,28,321,2,1,2
21049,59,1,1,6,9,40,754,1,1,4
21052,76,2,2,6,3,22,280,1,1,2
21112,33,1,1,6,8,40,510,1,3,1
21121,62,1,1,5,2,45,1500,2,1,1
21122,58,2,1,5,2,50,1154,2,1,2
21123,44,2,2,5,7,15,248,2,1,3
21145,65,1,1,5,8,45,788,1,1,4
21157,51,1,1,5,7,35,369,2,1,3
21158,50,2,1,5,7,37,423,2,1,4
21178,29,2,2,5,2,19,262,2,1,1
21179,34,1,1,5,2,50,519,1,1,1
21204,38,1,1,5,3,50,1000,2,1,1
21205,38,2,2,5,2,35,519,2,1,1
21222,39,1,1,5,2,39,2077,2,1,4
21223,34,2,1,5,8,40,485,2,7,5
21224,44,1,1,5,2,40,519,2,1,4
21229,51,2,1,5,8,46,500,2,1,4
21235,28,2,1,5,6,34,392,2,1,2
21245,46,2,1,5,3,38,1154,2,1,5
21250,60,2,1,5,2,38,1058,2,3,1
21253,33,2,1,5,2,45,1346,2,1,1
21254,37,1,1,5,5,38,673,2,1,3
21272,41,2,1,5,6,30,323,2,1,1
21273,53,1,1,5,9,41,473,2,1,6
21276,58,2,2,5,7,19,209,2,1,5
21285,62,2,1,5,6,38,462,1,1,6
21286,60,1,1,5,8,40,575,2,1,6
21287,23,2,1,5,4,37,558,1,1,3
21288,58,1,1,5,2,40,1442,2,1,1
21289,47,2,1,5,2,45,1731,2,1,1
21290,17,1,2,5,5,8,90,2,1,4
21292,45,2,1,5,9,38,548,2,1,1
21312,18,2,1,5,2,40,308,2,1,3
21323,42,2,1,5,2,37,712,1,1,1
21326,44,1,1,5,3,37,673,2,1,3
21327,39,2,1,5,4,30,538,2,2,4
21330,31,2,1,5,3,37,485,1,2,3
21331,30,1,1,5,8,48,615,2,1,3
21334,52,2,2,5,6,34,277,2,1,3
21345,36,2,2,5,6,12,172,2,8,3
21350,52,2,2,5,4,15,228,2,1,4
21354,45,2,1,5,3,38,892,2,1,1
21355,45,1,1,5,2,50,1240,2,1,1
21373,59,1,1,5,2,38,1062,2,1,1
21375,44,1,1,5,3,40,981,2,1,3
21393,51,2,2,5,1,16,182,1,1,4
21405,33,1,1,5,5,38,1269,2,1,1
21406,29,2,1,5,3,38,623,2,1,1
21435,67,1,1,7,5,40,231,2,1,3
21452,48,2,1,7,2,37,1346,2,1,1
21453,48,1,1,7,2,37,1538,1,1,1
21473,48,1,1,7,6,40,462,2,8,4
21482,36,1,1,7,9,38,494,2,1,3
21505,43,1,2,7,7,20,185,2,7,6
21511,33,2,2,7,7,12,231,2,5,4
21512,32,1,1,7,3,58,769,1,5,3
21517,54,2,2,7,4,32,392,2,1,3
21547,56,2,1,7,4,38,654,1,1,3
21548,40,2,1,7,2,38,1735,2,1,1
21549,34,1,1,7,2,38,1635,2,1,2
21552,45,1,1,7,2,58,1846,2,1,3
21553,44,2,1,7,6,38,250,2,1,1
21556,54,2,1,7,3,40,625,2,1,3
21557,23,1,1,7,5,42,500,2,1,3
21594,41,1,1,7,1,48,985,2,1,3
21595,41,2,1,7,6,34,392,2,1,4
21596,20,2,1,7,5,40,34,2,1,4
21598,46,2,1,7,3,40,817,2,3,1
21599,53,1,1,7,4,42,548,2,2,5
21600,28,1,1,7,3,40,900,2,1,3
21601,25,2,1,7,3,40,577,2,3,4
21602,29,1,1,7,2,47,1212,2,3,1
21607,47,2,1,7,1,38,1731,2,1,1
21608,41,1,1,7,3,38,673,1,1,3
21612,20,1,1,7,8,40,300,2,2,4
21630,44,2,2,7,9,6,60,2,1,5
21640,47,1,1,7,9,28,596,2,1,4
21643,47,1,1,7,1,38,923,2,1,1
21644,46,2,2,7,3,28,904,2,1,1
21646,62,2,1,7,1,40,565,2,1,1
21648,56,2,2,7,4,26,480,1,1,1
21649,54,1,1,7,3,38,980,2,1,2
21651,21,1,2,7,9,7,148,2,1,3
21668,51,2,1,7,5,38,356,2,1,4
21672,33,1,1,7,3,45,885,2,1,3
21673,28,2,2,7,3,24,404,1,1,4
21688,40,2,1,7,2,45,1635,1,1,1
21689,37,1,1,7,1,40,962,2,1,3
21712,66,1,2,7,1,8,721,2,1,1
21728,35,1,1,7,7,50,1154,2,3,4
21731,47,1,1,7,3,48,833,2,9,1
21732,41,2,1,7,6,40,346,2,9,1
21759,48,2,2,7,4,35,462,2,1,3
21761,21,2,1,7,2,38,423,2,1,4
21767,56,2,2,7,4,20,231,2,1,3
21768,56,1,1,7,3,38,712,2,1,5
21769,29,1,1,7,5,38,1154,2,1,3
21774,29,2,1,7,2,38,712,2,1,3
21775,33,1,1,7,3,38,846,1,1,4
21798,35,2,1,7,2,35,500,2,7,1
21802,31,1,1,7,2,38,715,2,1,1
21815,68,1,1,7,8,38,1385,2,1,6
21818,37,1,1,7,1,40,615,2,1,3
21819,37,2,1,7,3,30,231,2,1,4
21838,40,2,2,7,4,30,375,2,1,3
21839,44,1,1,7,2,38,808,2,1,4
21844,52,2,1,7,3,52,846,2,1,3
21845,58,1,1,7,3,52,846,2,1,3
21848,32,2,1,7,1,37,692,2,1,1
21849,35,2,2,7,3,34,385,1,1,3
21875,42,2,2,7,6,21,271,2,1,1
21881,62,1,1,7,2,37,1558,2,1,2
21899,43,1,1,7,1,45,1731,2,1,1
21902,46,2,2,7,2,18,231,2,1,1
21903,49,1,1,7,1,60,1923,2,1,1
21917,39,2,1,7,2,38,1346,2,1,1
21919,38,2,1,7,4,42,442,1,1,3
21922,54,2,2,7,6,30,362,1,1,1
21928,21,2,1,7,3,48,500,2,1,3
21929,19,1,1,7,5,37,250,2,1,4
21932,32,1,1,7,5,45,731,2,1,3
21933,32,2,1,7,3,35,231,2,1,3
21936,27,1,1,7,1,35,929,2,1,1
21937,29,1,1,7,3,35,827,2,1,1
21938,29,2,1,7,2,40,808,2,1,1
21939,39,2,1,7,2,37,923,1,1,1
21940,40,1,1,7,3,40,1015,2,1,3
21960,44,2,2,7,1,32,962,2,1,1
21961,53,1,1,7,1,46,1154,2,1,4
21996,31,2,1,7,2,38,667,2,1,3
